length, mark, action, count, code, tree
  0.450,61,buy,661,[C2]4VO5#7,Ash
  1.349,158,buy,822,[Y5]6DP6#6,Acacia
  0.321,11,buy,969,[D0]2UZ5#2,Beech
  0.112,88,buy,965,[55]3QU7#5,Walnut
  0.388,196,sell,834,[N2]7NS8#4,Birch
  0.902,110,buy,883,[G9]2PX5#3,Walnut
  1.458,116,buy,824,[A9]8BA1#3,Pear
  1.054,129,sell,897,[V1]6IA2#7,Lemon
  0.917,96,buy,815,[D9]3XW8#8,Acacia
  1.030,5,buy,130,[T3]8TH388,Lemon
  2.201,44,buy,713,[O4]4GO4#4,Birch
  6.106,181,buy,825,[S6]4ML3#8,Cherry
  0.634,61,sell,449,[H2]5UZ5#5,Acacia
  0.289,118,buy,953,[O3]2VI4#2,Walnut
  0.811,117,buy,890,[H8]0DE1#9,Spruce
  0.257,69,buy,762,[Q9]1BL9#0,Beech
  0.723,191,buy,876,[E0]6SY4#1,Pear
  0.142,13,buy,811,[Z5]1RS0#8,Acacia
  9.205,75,buy,938,[H3]3VF1#7,Birch
  0.666,157,buy,978,[B2]0ON0#4,Cherry
  7.238,123,sell,926,[Z2]3KY7#0,Spruce
  1.304,197,buy,904,[G9]2YY5#1,Birch
  0.807,189,buy,217,[J5]6DW8#9,Balsa
  0.249,150,buy,863,[W6]6NQ0#1,Fir
  1.315,138,buy,831,[Q1]1RH4#0,Larch
  0.702,152,buy,845,[P5]7AJ0#6,Larch
  1.499,41,buy,466,[W7]3RM#0,Ash
  1.959,180,buy,895,[M3]5PK6#0,Ebony
  9.809,37,buy,795,[C6]0LX8#6,Hazel
  0.888,93,buy,800,[T7]9FA8#0,Apple
  2.321,164,buy,848,[A9]2DY9#8,Chestnut
  2.039,196,buy,101,[C1]1SJ7#5,Elm
  0.578,40,buy,828,[D8]1UX4#8,Hornbeam
  8.291,123,buy,853,[M2]4KU3h#0,Ebony
  1.568,130,buy,831,[M3]7FS4#8,Ebony
  1.790,147,buy,941,[B6]5DW3#3,Elm
  1.673,58,buy,778,[C9]4KM3#9,Rowan
  1.986,8,sell,244,[N9]3DB1#7,Fir
  1.588,83,buy,231,[Y4]7WP5#8,Ebony
  1.387,32,buy,824,[A0]9HA7#1,Rowan
  1.413,183,buy,947,[I9]3CX3#1,Ebony
  2.946,185,buy,799,[O5]7AR4#4,Hazel
  0.743,118,buy,239,[U4]1HT7#0,Ebony
  9.380,158,buy,359,[G1]1ZI6#8,Olive
  1.029,138,buy,744,[Z3]9TY6#2,Beech
  0.407,168,sell,754,[M1]7UR3#1,Acacia
  2.135,24,buy,790,[C9]2TU2#4,Hornbeam
  1.140,24,buy,792,[A3]1SV3#5,Acacia
  0.494,139,sell,888,[Q5]8EN0#1,Larch
  0.134,122,buy,307,[R2]1HH3#6,Yew
  1.055,160,buy,946,[Z8]8KX7#0,Rowan
  0.619,2,buy,773,[L6]6NO6#7,Cherry
  9.806,104,buy,268,[M1]0XV9#0,Birch
  0.727,133,buy,837,[V1]7VL6#5,Spruce
  5.771,14,sell,143,[M3]9JQ1#9,Acer
  1.929,145,buy,783,[D7]7ES8#3,Elm
  0.173,152,buy,968,[T8]2NY3#5,Acacia
  1.962,50,buy,631,[X3]9VH)#5,Larch
  0.775,109,buy,589,[X5]4QG1#8,Larch
  1.279,192,buy,762,[J4]4GK9#1,Beech
  7.675,168,sell,627,[D0]5UO3#8,Elm
  0.676,167,buy,776,[O90DW4#1,Olive
  1.199,130,buy,321,[pT9]3ED9#4,Ebony
  1.246,151,buy,929,[U0]5PR0#9,Pear
  0.706,166,buy,920,[B4]4FW4#4,Cherry
  0.178,48,buy,889,[M4]7PT2#2,Oak
  0.183,111,buy,386,[Q0]7Q~5#9,Birch
  2.135,99,buy,828,[A7]3ZM1#3,Spruce
  3.460,19,buy,511,[M5]0V%8#2,Acacia
  1.918,81,buy,966,[K6]2BH5#4,Ebony
  0.755,190,buy,843,[O6]2MW0#1,Ebony
  1.810,83,buy,983,[B2]4PW3#4,Beech
  0.323,186,buy,934,[D1]9PD0#0,Yew
  1.968,26,sell,430,[W7]7BA5#4,Elm
  0.577,17,buy,985,[L0]4SW4#8,Elm
  1.459,114,buy,817,[E1]3JP2#3,Birch
  0.122,182,buy,961,[80]7IY8#1,Hazel
  0.119,59,buy,872,[K8]0PO2#1,Walnut
  1.267,38,buy,858,[A9]2KG5#6,Lemon
  9.321,76,buy,948,[T3]3AW4#8,Ebony
  1.359,81,sell,570,[W3]6WX4#1,Birch
  1.475,161,buy,898,[L9]3JJ2#6,Chestnut
  1.322,191,buy,891,[I1]7PL0#4,Beech
  0.731,176,buy,805,[P6]5NN8#5,Hornbeam
  0.935,199,buy,932,[Z7]7WU2#5,Elm
  1.184,198,buy,387,[C9]8US3#5,Acacia
  4.589,107,buy,376,[D5]3XE0#4,Rowan
  0.190,58,sell,1004,[W5]0GV8#9,Hazel
  0.957,47,buy,871,[D2]6HB8#7,Ebony
  0.250,87,sell,666,[U4]GUB0#0,Elm
  1.484,118,sell,802,[D9]9XD3#2,Yew
  0.179,111,buy,204,[M1]2BM3#9,Ebony
  1.253,195,buy,865,[P2]4AK0#7,Olive
  0.624,172,buy,857,[T0]3HJ0#1,Chestnut
  1.215,89,buy,211,[S7]1AK194,Ebony
  0.350,180,buy,78,[Z4]5ZX7#6,Lemon
  0.740,105,buy,988,[W5]0PA7#1,Birch
  0.420,183,sell,849,[I7]5PT7#7,Beech
  0.199,44,buy,917,[K7]7RY6#0,Birch
  2.069,25,sell,938,[U6]7YCW#1,Walnut
  6.089,192,buy,896,[C2]8SA4#6,Ash
  2.029,177,buy,810,[C7]1MT8#3,Bohdi
  1.229,153,buy,944,[6]3XO4#7,Acacia
  4.571,171,buy,796,[X5]1PW3#8,Elm
  4.757,169,buy,803,[E1]3VZ0#1,Hazel
  2.166,38,buy,606,[R2]8QJ5#8,Lime
  1.844,194,sell,926,[U1]9SS2#7,Pear
  0.456,125,buy,896,[Z3]9XZ4#9,Fir
  0.462,154,sell,663,[S0]3BC2#5,Balsa
  4.433,125,buy,879,[O9]2KN9#3,Lemon
  1.201,167,buy,771,[Q3]1EH5#0,Elm
  0.794,140,buy,794,[T6]8S42#2,Ash
  4.622,64,buy,980,[B3]2DD5#9,Rowan
  1.438,104,buy,925,[G9]1YF4#8,Pear
  0.843,81,buy,951,[S8]9XE5#5,Ebony
  2.199,94,buy,980,[Z3]2VT7#9,Fir
  0.531,121,buy,824,[I4]1OL9#9,Hazel
  1.489,55,buy,946,[G4]7WB0#5,Ebony
  2.088,174,buy,803,[O9]7MP4#8,Birch
  7.288,55,buy,457,[D4]5S2#0,Hornbeam
  2.171,135,buy,1000,[S2]7LN9#7,Acacia
  0.529,44,buy,983,[F4]0IP5#4,Cherry
  1.375,64,buy,838,[I0]2QY4#1,Bean
  1.497,105,buy,849,[A7]7PA7#9,Beech
  1.648,79,buy,475,[I9]3GH1#5,Yew
  9.970,74,buy,821,[N4]3HM7#0,Pear
  1.961,139,buy,869,[O9]1WZ9#5,Bean
  2.067,175,buy,955,[S0]1JW6#4,Cherry
  0.767,123,buy,833,[W3]3QO2#3,Acacia
  8.281,118,buy,917,[D7]2GP5#1,Bean
  1.249,128,buy,960,[F8]7RO4#7,Balsa
  0.357,179,buy,821,[K6]6]DJ6#1,Beech
  0.671,102,buy,941,[G6]5NX5#2,Elm
  3.709,54,buy,825,[Q5]5FC2#9,Lemon
  1.617,127,buy,744,[0]6EQ5#3,Ash
  1.233,139,buy,860,[E4]3WD7#5,Hazel
  1.371,1,buy,63,[S4]6UR1#8,Birch
  0.893,69,sell,837,[B8]5FP7#8,Bean
  4.027,114,buy,33,[E6]3MH3#7,Bean
  1.850,160,sell,767,[D4]0MM6#4,Cherry
  0.786,131,buy,879,[M1]8FZ7#5,Elm
  8.930,28,buy,778,[T2]5MH8#0,Acer
  9.729,137,buy,809,[B0]2MF5#7,Yew
  0.466,2,buy,970,[X9]0LH2#7,Balsa
  8.106,199,buy,465,XN1]7DG0#2,Birch
  0.395,170,buy,810,[U7]5AH4#6,Spruce
  0.382,127,buy,260,[U8v8FX5#8,Hazel
  1.803,179,buy,869,[J]9UJ1#4,Spruce
  7.089,151,sell,808,[Z5]1PL8#3,Cherry
  2.095,199,buy,943,[E6]9PE9#7,Olive
  1.282,152,buy,896,[C9]6UL8#8,Balsa
  0.849,148,sell,440,[K3]1RNK9#3,Birch
  9.748,190,buy,1003,[O6]3TG5#0,Acacia
  1.930,180,sell,244,[V1]6NM6#2,Spruce
  1.555,94,buy,894,[B3]4ZQ3#6,Acer
  1.282,90,buy,881,[BN]6TO4#6,Chestnut
  5.630,187,sell,938,[U1]7QJ3L5,Elm
  0.517,48,buy,952,[D1]7OD6#0,Cherry
  0.779,160,buy,791,[H8]6WX5#5,Pear
  1.091,106,buy,856,[L2]5PI4#0,Hornbeam
  0.215,77,buy,781,[Q6]8JK4#3,Hazel
  1.366,42,sell,986,[Y6]5YB8#7,Beech
  0.957,199,buy,866,[J0]5JG0#8,Beech
  0.629,167,buy,1000,W8]0HB6#6,Balsa
  0.309,36,buy,93,[5Z0]0AH8#3,Birch
  1.073,157,buy,746,[W0]6TW9#1,Balsa
  1.565,101,buy,791,[C5]0CJ0#4,Hazel
  1.222,144,sell,930,[Q1]7BCM3#1,Walnut
  7.071,157,buy,844,eV8]2KW3#4,Walnut
  0.716,132,sell,801,[K5]5DZ1#3,Ebony
  6.490,77,buy,862,[N5]2AJ7O#5,Ebony
  0.437,176,buy,953,[R1]5LV4#5,Chestnut
  1.720,135,buy,754,[M8]3UD1#8,Beech
  5.745,191,buy,984,[H6]2KA4#5,Beech
  2.207,175,buy,498,[Z9]2EP1#0,Hornbeam
  1.341,184,buy,980,[P1]4ZW4#3,Bohdi
  1.105,28,sell,787,[N8]7EM9#1,Pear
  1.279,42,buy,987,[F0]1TM1#8,Bohdi
  1.977,119,buy,787,[U6!]9FW6#0,Larch
  2.019,53,buy,791,[M2]5PI9#2,Balsa
  2.160,4,buy,890,[F9]4DE8#1,Acacia
  0.726,135,buy,988,[Z3]7WA8#0,Acer
  1.015,25,buy,384,[%7]5AR2#5,Bohdi
  9.821,55,buy,183,[E6]6RP6#0,Lemon
  2.079,129,buy,947,[S5]9TN7#3,Beech
  1.909,67,buy,729,[Q9]9MZ4#5,Hazel
  1.746,132,buy,838,[H8]3XE9#3,Birch
  0.782,161,buy,612,zW1]4NE0#0,Chestnut
  4.175,111,buy,775,[T1]4ZK9#5,Acacia
  2.015,149,buy,766,[Q1]7TO9#6,Beech
  0.199,108,buy,877,[D1]0PL6#6,Ebony
  1.687,151,buy,998,[K7]4EZ6#6,Pear
  3.970,167,buy,781,[W3]9WH5#0,Bean
  0.558,198,sell,26,[Z6]7EG7#0,Walnut
  6.707,184,buy,948,[Y7]3VO5#4,Ash
  1.231,189,buy,957,[Q2]9AV2#2,Elm
  0.899,173,buy,492,[R2]1PU8#4,Spruce
  1.227,173,buy,850,[22]9XJ3#6,Balsa
  0.244,88,buy,167,[V7]1FT3#7,Beech
  1.917,19,buy,911,[P1]6RS9#1,Ebony
  0.726,173,buy,464,[B7]6PT8#7,Hazel
  1.928,138,buy,766,[A1]5XD6#7,Holly
  2.046,37,buy,905,[Y8]7DS2#6,Olive
  9.549,189,buy,835,[Q4]4IG8#3,Larch
  1.081,194,buy,988,[Z5]5SD1#4,Ebony
  0.252,196,buy,880,[T9]5PW0#9,Balsa
  1.608,191,buy,114,[Y3]9ZP5#5,Hornbeam
  1.907,188,buy,705,[K6]8JH3#8,Apple
  1.512,152,buy,854,[F0]6ZC550,Bohdi
  0.518,133,sell,747,[N5]5BE3#6,Larch
  0.103,151,buy,872,[Y7]0LP4#4,Larch
  1.054,171,buy,864,[I5]2FDf#6,Pear
  1.600,133,buy,991,[Y1]6oYH7#0,Magnolia
  0.488,158,buy,878,[P0]7ST2#6,Balsa
  4.551,185,buy,945,[X0]3RT5#9,Ebony
  0.252,23,buy,145,[S3]JN8#4,Olive
  0.756,193,sell,955,[T7]9ZN9#7,Bohdi
  1.564,120,buy,484,[S5]4BZ8#9,Hornbeam
  1.957,50,sell,788,[G9]0KT6#3,Fir
  1.343,39,buy,764,[E7]8IK6#3,Larch
  1.831,78,buy,765,[D1]5PD0#2,Bean
  1.675,43,sell,787,[V5]7BT8#9,Larch
  1.153,15,buy,965,[E0]2QH7#0,Pear
  1.380,117,buy,922,[K5]9YA0#1,Beech
  1.031,166,buy,813,[C2]vBM4#3,Beech
  6.355,130,buy,701,[E3]4HQ6#6,Bean
  1.862,173,buy,962,[P7]7RG9#1,Chestnut
  1.927,23,buy,808,[D5]7DW0#1,Rowan
  6.264,144,buy,764,[N7]0IU5#5,Pear
  1.612,37,sell,932,[C0]2BK5#1,Olive
  2.209,12,buy,832,[ZL]5NX2#8,Elm
  2.123,192,buy,395,[S6]6BY5#4,Apple
  2.122,178,buy,935,[67]0WB9#8,Cherry
  6.343,50,sell,763,[T8]8PM6#6,Fir
  1.961,121,buy,792,[H6]8DO6#3,Elm
  1.340,14,buy,937,[M6]2FB5#4,Ash
  0.135,179,buy,247,xM7]1TQ0#2,Ebony
  2.031,128,buy,406,[N1]7BT2#8,Acacia
  1.011,84,buy,928,[F0]3CE1#2,Acer
  6.987,72,sell,844,[C4]0BG8#8,Bean
  0.323,42,buy,109,mU8]2TV1#3,Poplar
  1.362,108,buy,794,[C5]4UF6#6,Bean
  2.067,194,buy,611,[H0]8IY7#8,Bean
  0.982,128,buy,869,[D1]9KB9#3,Ash
  0.941,197,buy,773,[D7]8NT9#1,Spruce
  1.527,93,buy,276,[Z5]8TG0#6,Ebony
  1.299,152,buy,168,[F1]3GA7#5,Olive
  2.218,127,buy,1000,[U6]4TG7#1,Ash
  1.966,50,buy,921,[J9]5H60#1,Acacia
  8.692,105,buy,752,[Y2]0UP9#5,Fir
  0.829,137,buy,794,[K5]7HQ0#7,Bohdi
  1.266,178,buy,779,[N9]4ZH566,Fir
  3.048,49,buy,877,[B9]1KY1#4,Larch
  0.944,153,buy,932,[A4][CM1#3,Hornbeam
  2.115,149,buy,902,[S9]8HN8#4,Olive
  5.455,190,buy,866,[M9]2AEP#2,Acacia
  1.594,194,buy,431,[J5]3JL2#3,Magnolia
  1.044,105,buy,788,[F4]9KJ0#1,Ebony
  0.567,162,buy,916,[O2]7PQ9#3,Spruce
  8.040,170,buy,886,[O6]2GH4#0,Apple
  0.443,14,buy,569,[J9]2NT0#5,Acer
  0.315,78,buy,913,[B2]2VR2#1,Walnut
  2.069,49,buy,327,[H3]2HM4#2,Holly
  9.845,117,buy,784,[L3]7ZY4#5,Cherry
  1.762,22,buy,745,[S0]3OG5#8,Spruce
  0.797,140,buy,785,[G7]7RH7#8,Cherry
  1.681,165,buy,837,[U9]5Q9#0,Acacia
  0.806,63,buy,803,[M2]4NY9#3,Bean
  1.353,49,buy,916,[L8]9WX2#5,Acacia
  5.842,123,sell,956,[M9]9TE9#7,Ebony
  1.943,177,buy,538,[N5]1KU8#1,Apple
  0.218,139,buy,844,[N6]7XM93,Rowan
  0.409,70,buy,838,[J6]0BH5#5,Larch
  0.753,163,sell,755,[O4]2BX7#3,Bohdi
  1.417,196,buy,773,[I2]3YU3#6,Poplar
  4.599,36,sell,775,[H0]0OM5#4,Ebony
  9.845,159,buy,894,[V3]3HP6#6,Lemon
  2.216,184,buy,840,[H5]0OX0#6,Birch
  1.829,175,buy,749,[K3]3KB8#0,Acacia
  0.841,20,buy,846,[D0]8OX2#5,Spruce
  1.780,84,buy,902,[F3]7OB7#6,Larch
  0.703,101,buy,790,[E9]4GO0#3,Walnut
  3.259,6,buy,907,[W0]5AP3#6,Hazel
  0.873,195,buy,844,[L9]4WU3#1,Hazel
  8.868,122,sell,857,[W3]2RO6#3,Holly
  0.723,155,buy,930,[N7]7LE2#5,Bean
  1.153,31,buy,202,[Z5]1QM6#5,Ebony
  7.256,133,buy,949,[W5]9KG7#5,Elm
  3.438,64,buy,873,[H2]1YB4#9,Pear
  2.543,26,buy,285,[J5]7YE8#2,Pear
  1.134,6,buy,799,[D5]8XL6#8,Hazel
  5.657,190,buy,567,[H0]9TU3#8,Hornbeam
  6.210,85,buy,821,[C6]9MS8#5,Fir
  0.466,74,buy,854,[P3]5NL6#4,Bohdi
  3.134,199,buy,752,[Q0]8VT7#7,Acacia
  2.147,176,buy,993,[R9]7PD8#2,Bean
  3.545,128,buy,921,[J4]9XS6#7,Hazel
  1.316,180,buy,679,[X0]5JG7#0,Larch
  1.589,121,buy,966,[G3]9CL8#1,Spruce
  0.419,144,buy,994,[HP]2PR5#0,Oak
  2.332,166,buy,905,[S9]7LF4#1,Ebony
  0.525,32,buy,771,[C4]nDV3#6,Poplar
  1.844,79,buy,921,[Z7]7SW4#3,Spruce
  0.250,82,buy,887,[E1]9LN7#4,Larch
  0.568,35,buy,933,[J4]7MC1#3,Bean
  6.888,114,buy,1003,[U1]0YY1#3,Elm
  1.471,135,buy,296,[E0]6CN1#4,Rowan
  1.642,197,buy,869,[V1]8DX3#6,Holly
  0.695,198,buy,744,[M8]1GF4#9,Larch
  1.814,83,buy,996,[W9]0HD5#8,Walnut
  1.559,53,buy,213,[T6]8BQ9#5,Rowan
  0.217,184,buy,794,[F1]0MP8#0,Elm
  2.069,52,sell,320,[J68OP7#1,Ebony
  5.476,123,buy,849,[D5]2OA3#1,Walnut
  2.062,169,buy,763,[Z1]4HJ8#2,Acer
  0.196,100,buy,969,[P2]0FY1#2,Elm
  0.750,189,buy,678,[G7]2WL3#9,Birch
  0.643,140,buy,991,[Y0]7ID5#8,Cherry
  1.794,177,buy,753,[B4]9TJ9#4,Walnut
  2.117,162,buy,761,[G0]2VD0#7,Rowan
  0.481,116,buy,983,[Z5]0ZX4#6,Acer
  0.540,67,buy,946,[P3]4XF1#6,Lemon
  1.974,100,buy,612,[U6]9HF3#7,Hornbeam
  1.338,27,buy,365,[K5]1CL4#6,Fir
  3.340,37,sell,783,[V5]0WQ5#0,Apple
  3.528,116,buy,627,CY9]1ZE7#5,Bean
  1.708,172,buy,851,[M3]3PA9#4,Holly
  0.508,67,buy,950,[M1]5YY7#8,Beech
  0.373,176,sell,913,[J3]7TA7#8,Rowan
  0.728,63,buy,652,[F5]0HE2#6,Balsa
  2.120,64,buy,805,[J9]8QR9#4,Spruce
  4.322,29,buy,783,[L6]0OK3#0,Fir
  0.420,145,buy,866,[K1]6BR2#5,Acacia
  0.882,81,sell,836,[X3]1NK9#4,Ebony
  1.767,120,buy,820,[V7]6ZM26,Olive
  1.479,192,buy,748,[W8]3!I7#5,Ebony
  1.056,40,buy,968,[X9]0NY1#3,Elm
  1.436,120,buy,838,[Q4]8PN7#3,Beech
  0.677,143,buy,753,[b6]5CQ1#7,Ebony
  2.173,135,buy,987,[&V9]8WU2#8,Bohdi
  1.344,150,buy,828,[C5]3GI2#6,Spruce
  1.029,82,buy,784,[S4]4PH3#9,Acacia
  0.834,178,buy,952,[K8]5VT6#7,Plane
  8.328,153,buy,904,[I2]5NO1#7,Bean
  0.608,199,sell,634,[K7]2RV1#5,Pear
  0.338,152,sell,632,[I2]2CJ1#0,Bohdi
  1.801,192,buy,884,[N6]3ZQ0#3,Ebony
  0.482,141,buy,984,[N7]3DS2#0,Acacia
  1.365,142,buy,876,[Q4]9IH5#0,Bohdi
  1.139,144,sell,785,[Z3]2TS6#8,Apple
  2.718,153,buy,709,[L6]9JW5#1,Ebony
  0.957,22,buy,818,[J2]8KH6#2,Pear
  1.604,118,buy,237,[T9]1VO7#4,Hazel
  0.276,130,buy,161,[B3]8uH5#2,Ebony
  3.267,106,buy,896,[T1]3BV6#6,Pear
  1.879,8,buy,894,[J6]5IH9#6,Acacia
  3.573,14,buy,788,[M9]4FN7#6,Beech
  1.917,158,sell,893,[T3]0VX2#4,Walnut
  0.933,29,buy,1001,[G7]4NN0D#9,Fir
  2.868,124,buy,886,[K2]3FX5#1,Elm
  1.911,199,sell,923,[X3]5OA0#8,Acer
  1.393,94,buy,883,[S8]9JB1#7,Cherry
  1.541,199,buy,947,[E7]9ZB5#6,Larch
  1.660,150,buy,817,[A0]5UW6#8,Olive
  4.986,34,buy,549,[D5]9AA6#3,Yew
  1.202,72,buy,608,[E7]1DI8#8,Fir
  0.286,132,buy,975,[I4]4YZ0#8,Acacia
  7.775,48,buy,795,[[S3]5CX7#5,Larch
  0.492,10,buy,863,[Bp]9JL1#5,Ebony
  3.128,18,buy,744,[X2]2DC5#8,Acer
  1.736,190,buy,770,[Q4]4WQ5#5,Balsa
  0.108,57,buy,963,[U9]2LI1#0,Acacia
  0.690,68,buy,790,[e5]0SQ4#3,Apple
  3.027,86,buy,345,[N4]8EX9#5,Birch
  1.253,79,buy,895,[S2]4IG8#6,Rowan
  1.933,131,sell,995,[P2]2YS1#0,Magnolia
  0.656,3,buy,952,[A5]6GB6#7,Pear
  2.092,1,sell,781,[I4]4KE3#1,Cherry
  5.865,56,buy,777,[D8]2SG2#6,Acacia
  1.514,44,buy,951,[U6]7WJ4#1,Bean
  4.625,43,buy,868,[M8]0HW5#0,Balsa
  0.642,92,buy,746,[G2]5PN7#4,Acacia
  0.661,183,buy,874,[D4]9YI4#9,Larch
  0.125,138,buy,529,[V8]7TW5#4,Bohdi
  9.197,162,buy,926,[N4]2LC7#4,Cherry
  0.268,68,buy,742,[O4]3TF2#8,Lemon
  1.417,43,sell,242,[G7]7ST2#7,Lemon
  0.840,30,buy,405,[C6]3US5#9,Elm
  2.066,8,buy,889,[A7]1YG1#6,Birch
  2.131,78,sell,754,[Q5]8CH#1,Cherry
  1.912,106,buy,947,[L1]7HY9#7,Chestnut
  0.203,95,buy,175,[V0]7CZ2#0,Fir
  1.871,50,buy,955,[Q2]8EP433,Ebony
  0.582,41,buy,939,[E2]4YO3#8,Ash
  0.378,191,buy,863,[L6]8BF1#6,Ebony
  9.211,164,buy,747,[Y7]nQF3#7,Acacia
  5.351,154,buy,813,[S0]6GJ3#4,Acacia
  2.037,72,buy,948,[U1]9HF7#9,Fir
  0.112,160,buy,819,[M1]0WW1#2,Fir
  1.302,144,buy,786,[R6]8ZF6#0,Larch
  0.771,39,sell,501,[Z5]2UB1#4,Walnut
  9.419,64,buy,808,[X0]3E%9#0,Ebony
  1.925,22,buy,1000,[B6]8JN5#2,Olive
  0.135,184,buy,923,[T0]0LGT#3,Spruce
  1.696,128,buy,972,[X3]2UQ!#2,Bohdi
  0.605,148,buy,758,[B6]5EV7#2,Elm
  0.173,155,buy,979,[Q1]5GP4#8,Cherry
  1.518,122,buy,931,[O8]9XP3#9,Pear
  1.209,20,buy,936,[W7]2AL6#7,Spruce
  0.119,162,buy,129,[V8]7KP9#5,Cherry
  1.191,31,buy,91,[P4]55E7#4,Birch
  1.096,148,buy,812,[T1]3SD3#6,Beech
  1.521,76,sell,359,[X6]8SI3#6,Cherry
  1.235,173,buy,780,[X3]6OU3#7,Ebony
  0.560,68,buy,992,[I9]0GG0#1,Hazel
  0.519,112,buy,836,[F4]2OZ0#4,Bohdi
  0.280,164,buy,943,[US]2EY5#9,Oak
  0.368,118,buy,888,[N2]4MA5#8,Acer
  0.147,136,buy,832,[P9]9LW4#3,Lemon
  1.528,158,buy,749,[U4]5AW0#5,Bean
  0.749,28,buy,958,[X9]4FE6#7,Larch
  1.289,163,buy,785,[G5]1DH8#4,Ash
  0.478,186,buy,766,[M8]7WJ1#0,Spruce
  1.923,156,buy,378,[X8]2FJ8#1,Holly
  0.174,33,buy,904,[UK]7FP5#5,Apple
  9.260,149,buy,918,[A0]0NP1#8,Balsa
  0.636,120,buy,980,[D9]8OF4#4,Beech
  1.206,177,buy,801,[K7]1FN1#2,Larch
  0.857,59,buy,866,[M1]9TV8#3,Beech
  9.890,128,buy,924,[S2]6ZD8#6,Yew
  0.354,74,buy,749,[F0]2AT9#7,Bohdi
  0.129,101,buy,768,[L8]4LJ7#9,Balsa
  1.941,116,buy,1000,[U2]4ET8#6,Magnolia
  6.100,40,buy,11,[K2]6TF2#8,Fir
  0.622,127,buy,870,[H2]7UE7#2,Bohdi
  3.908,109,buy,429,[A9]0CF6#9,Plane
  0.494,141,buy,99,[T2]7YH1#4,Balsa
  1.953,166,buy,68,[M1]3BT8#9,Pear
  0.307,65,buy,879,[D4]2WFS0#5,Spruce
  1.116,138,buy,759,[W5]3RJ0#1,Acer
  2.867,148,buy,760,[A1]8TV3#0,Magnolia
  1.909,167,buy,872,[S8]7IB6#5,Cherry
  0.295,148,buy,161,[R9]0>O4#4,Fir
  0.492,91,buy,899,[J0]4XK0#1,Larch
  1.408,173,buy,764,[L2]+4LP5#1,Walnut
  0.142,27,buy,924,[Jb2]3EM9#2,Larch
  0.850,19,buy,892,[U8]7GC9#2,Pear
  1.313,197,buy,118,[B9]5EQ7#9,Elm
  8.430,25,buy,779,[Q2]1HV0d7,Beech
  0.333,41,buy,1000,[I1]9GT2#8,Beech
  0.606,76,buy,910,[R6]4DH1#8,Chestnut
  1.373,37,buy,743,[A9]0MI2#2,Pear
  9.595,135,buy,864,[P4]1X7W1#9,Acacia
  0.412,177,buy,839,[P6]8YF1#5,Yew
  0.612,151,buy,848,[R9]6YM0#3,Hornbeam
  1.492,177,sell,897,[J*2]2FB1#7,Balsa
  0.343,10,buy,140,[M8]7YZ3#3,Magnolia
  0.662,118,buy,851,[X7]8OX5#6,Birch
  1.464,115,buy,822,[C0]5L45#2,Yew
  0.264,147,buy,667,[[X9]8IE8#3,Bohdi
  0.139,128,buy,786,[R3]8DT7#5,Hazel
  0.596,170,buy,137,[Q3]6OT8#7,Bean
  5.555,44,buy,777,[Y9]2OX3#9,Lemon
  1.042,152,sell,756,[Y5]8YZ5#9,Ebony
  0.757,85,buy,879,[P0]1WK4#7,Fir
  1.126,197,buy,922,[Y3]2AL4#6,Fir
  4.175,153,buy,828,[A8]5CX9#8,Elm
  2.068,75,buy,950,[B8]2PT9#1,Oak
  0.178,130,buy,778,[N7]1AO5#0,Bean
  3.912,47,buy,757,[E9]4NS9#3,Acacia
  1.084,168,buy,901,[Y7]5ZQ5#8,Acacia
  0.930,169,buy,835,[G6]2UU4#4,Fir
  0.602,172,buy,765,[L1]1JS0#4,Apple
  1.357,74,buy,395,[B4]4EU8#1,Chestnut
  0.537,195,buy,892,[S4]1FG1#6,Walnut
  1.355,158,buy,543,[R7]3UP3#2,Cherry
  2.954,66,buy,313,[Y8]1WE6#4,Hornbeam
  5.876,41,buy,6,[I8]7ZJ2#6,Acacia
  0.303,42,buy,975,[V3]6MO1#6,Cherry
  1.628,106,buy,928,[O7]7GY95,Acacia
  0.937,134,buy,905,[B9]6RT1#0,Oak
  0.198,112,buy,324,[M7]3CC6#3,Larch
  0.990,142,buy,209,[M1]3JKw#2,Acer
  0.746,147,buy,103,[X3]7XV7#0,Holly
  7.485,162,buy,968,[B3]5PQ1#6,Oak
  0.459,19,buy,926,[H9]0YC6#1,Beech
  0.944,180,buy,956,[E6]1YC0#7,Hornbeam
  0.920,114,buy,810,[U0]7TV2#6,Walnut
  1.272,20,buy,809,[C1(]8CH1#8,Lemon
  0.152,108,buy,886,[H7]37C6#5,Chestnut
  1.724,119,buy,624,[T6]3JR8#6,Acacia
  1.959,96,sell,917,[M6]4GT6#6,Chestnut
  1.956,167,sell,986,[O}]1DC2#2,Walnut
  0.663,174,buy,822,[C4]3LU1#0,Ebony
  8.674,192,buy,831,[Z2]2ZII#6,Larch
  0.210,173,buy,941,[P3]6UJ6#4,Fir
  0.406,122,buy,981,[O8]2WE9#9,Ebony
  0.988,129,buy,720,[L7]8EH5#2,Larch
  0.744,170,buy,211,[Y3]2FN4#1,Fir
  2.442,63,buy,996,[U3]7FF1#8,Rowan
  0.867,186,buy,930,[T1]3J7M4#6,Cherry
